Year,Units,Sex,Disability status,Value
2012 Q4,Not seasonally adjusted percentage (%),Female,,15.494411334797
2013 Q1,Not seasonally adjusted percentage (%),Female,,15.5600149039779
2013 Q2,Not seasonally adjusted percentage (%),Female,,15.9295130033568
2013 Q3,Not seasonally adjusted percentage (%),Female,,17.7350702460063
2013 Q4,Not seasonally adjusted percentage (%),Female,,14.3537512801572
2014 Q1,Not seasonally adjusted percentage (%),Female,,13.5904024042096
2014 Q2,Not seasonally adjusted percentage (%),Female,,13.9486725324273
2014 Q3,Not seasonally adjusted percentage (%),Female,,16.2002495881777
2014 Q4,Not seasonally adjusted percentage (%),Female,,14.8870523170805
2015 Q1,Not seasonally adjusted percentage (%),Female,,13.6045392812603
2015 Q2,Not seasonally adjusted percentage (%),Female,,13.5359656782006
2015 Q3,Not seasonally adjusted percentage (%),Female,,14.5182108818748
2015 Q4,Not seasonally adjusted percentage (%),Female,,12.5199604803988
2016 Q1,Not seasonally adjusted percentage (%),Female,,12.1961520713357
2016 Q2,Not seasonally adjusted percentage (%),Female,,11.8872577128012
2016 Q3,Not seasonally adjusted percentage (%),Female,,13.7494847129711
2016 Q4,Not seasonally adjusted percentage (%),Female,,11.1146231638616
2017 Q1,Not seasonally adjusted percentage (%),Female,,10.8058913126218
2017 Q2,Not seasonally adjusted percentage (%),Female,,11.1179521928304
2017 Q3,Not seasonally adjusted percentage (%),Female,,12.3435685373314
2017 Q4,Not seasonally adjusted percentage (%),Female,,10.6872122048379
2018 Q1,Not seasonally adjusted percentage (%),Female,,10.9534538483879
2018 Q2,Not seasonally adjusted percentage (%),Female,,10.9170972150562
2018 Q3,Not seasonally adjusted percentage (%),,,12.4886680204255
2018 Q3,Not seasonally adjusted percentage (%),Male,,11.3673230061545
2018 Q3,Not seasonally adjusted percentage (%),Female,,13.6612203247133
