Year,Units,Country,Region,Age group,Sex,GeoCode,Value
2016,Percentage of total public sector employees,England,South West,,,E12000009,8.14123673618734
2016,Percentage of total population,,,65 and over,Male,,8.16474316207453
2017,Percentage of total public sector employees,England,South West,,,E12000009,8.16587504567044
2013,Percentage of total public sector employees,England,South West,,,E12000009,8.21023703194778
2016,Percentage of total population,Scotland,,,,S92000003,8.23284114408021
2015,Percentage of total population,Scotland,,,,S92000003,8.25218429466647
2016,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.26489236070881
2014,Percentage of total population,Scotland,,,,S92000003,8.27843480427622
2015,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.2791785978794
2012,Percentage of total public sector employees,England,South West,,,E12000009,8.28079741012097
2014,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.29767261363233
2013,Percentage of total population,Scotland,,,,S92000003,8.31081139894462
2013,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.32642780619631
2012,Percentage of total population,Scotland,,,,S92000003,8.34094262258412
2012,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.34579467272835
2000,Percentage of total population,England,South West,,,E12000009,8.35014871515018
2011,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.35616636416018
2001,Percentage of total population,England,South West,,,E12000009,8.36256434623467
2010,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.37290240374295
2011,Percentage of total population,Scotland,,,,S92000003,8.37463515332073
2011,Percentage of total population,England,South West,,,E12000009,8.37610627264897
2012,Percentage of total population,England,South West,,,E12000009,8.38181380653929
2002,Percentage of total population,England,South West,,,E12000009,8.38216500083036
2010,Percentage of total population,England,South West,,,E12000009,8.38323072781255
2000,Percentage of total population,,,18 to 24,,,8.38346899219705
2010,Percentage of total population,Scotland,,,,S92000003,8.38471257622118
2013,Percentage of total population,England,South West,,,E12000009,8.38864540715862
2009,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.38950084649194
2009,Percentage of total population,England,South West,,,E12000009,8.39508544793563
2003,Percentage of total population,England,South West,,,E12000009,8.39526028468863
2014,Percentage of total population,England,South West,,,E12000009,8.39562800309216
2016,Percentage of total population,England,South West,,,E12000009,8.40230999078815
2015,Percentage of total population,England,South West,,,E12000009,8.40297518505366
2009,Percentage of total population,Scotland,,,,S92000003,8.40324310992368
2004,Percentage of total population,England,South West,,,E12000009,8.40409242552722
2008,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.40886091518324
2016,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.4156604463959
2008,Percentage of total population,Scotland,,,,S92000003,8.41569485601752
2006,Percentage of total population,England,South West,,,E12000009,8.41704236701072
2001,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.41886159217455
2005,Percentage of total population,England,South West,,,E12000009,8.41887965155208
2008,Percentage of total population,England,South West,,,E12000009,8.41916277770952
2000,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.42068322955524
2017,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.42162952137376
2007,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.4217480449599
2002,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.42256208077943
2003,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.42822825999215
2007,Percentage of total population,Scotland,,,,S92000003,8.43130787605651
2007,Percentage of total population,England,South West,,,E12000009,8.43218362312217
2013,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.4335279972518
2006,Percentage of total population,Scotland,,,,S92000003,8.43884187281297
2006,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.44034778135858
2004,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.44565180621755
2005,Percentage of total population,England,Yorkshire and The Humber,,,E12000003,8.45577054950636
2017,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.45816587504567
2005,Percentage of total population,Scotland,,,,S92000003,8.45873678494111
2001,Percentage of total population,,,18 to 24,,,8.47447032646752
2008,Percentage of total public sector employees,England,South West,,,E12000009,8.47768154563624
2004,Percentage of total population,Scotland,,,,S92000003,8.48084925722886
2014,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.48222342537448
2016,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.48884010245151
2003,Percentage of total population,Scotland,,,,S92000003,8.49896662559685
2015,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.50054724553082
2015,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.50054724553082
2012,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.50230022150281
2008,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.5109926715523
2014,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.51831799314203
2011,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.52364104213573
2010,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.52423250740221
2000,Percentage of total population,,,50 to 64,Male,,8.53181138865366
2009,Percentage of total public sector employees,England,West Midlands,,,E12000005,8.53183870465514
2002,Percentage of total population,Scotland,,,,S92000003,8.53355045542561
2011,Percentage of total public sector employees,England,South West,,,E12000009,8.5558057253136
2009,Percentage of total public sector employees,England,South West,,,E12000009,8.56297680211739
2000,Percentage of total public sector employees,,,25 to 34,Male,,8.56485700013504
2001,Percentage of total population,Scotland,,,,S92000003,8.56697956335031
2010,Percentage of total public sector employees,England,South West,,,E12000009,8.58656693158796
2000,Percentage of total population,Scotland,,,,S92000003,8.59785757462313
2001,Percentage of total population,,,50 to 64,Male,,8.59866294083184
2002,Percentage of total population,,,18 to 24,,,8.6394079191584
2002,Percentage of total population,,,50 to 64,Male,,8.64505091047812
2003,Percentage of total population,,,50 to 64,Male,,8.68252653040842
2013,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.70834764685675
2004,Percentage of total population,,,50 to 64,Male,,8.71810386338938
2012,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.72380303288464
2005,Percentage of total population,,,50 to 64,Male,,8.74798777672642
2000,Percentage of total population,,,50 to 64,Female,,8.74831252521288
2008,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.77748167888074
2006,Percentage of total population,,,50 to 64,Male,,8.81470415136077
2001,Percentage of total population,,,50 to 64,Female,,8.82095070229541
2003,Percentage of total population,,,18 to 24,,,8.82988219561986
2015,Percentage of total population,England,West Midlands,,,E12000005,8.83273997368823
2016,Percentage of total population,England,West Midlands,,,E12000005,8.83610959739949
2009,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.84321967927759
2014,Percentage of total population,England,West Midlands,,,E12000005,8.84453757055772
2007,Percentage of total population,,,50 to 64,Male,,8.85067819434654
2013,Percentage of total population,England,West Midlands,,,E12000005,8.85212402637683
2012,Percentage of total population,England,West Midlands,,,E12000005,8.85733669696097
2011,Percentage of total population,England,West Midlands,,,E12000005,8.86253322165889
2010,Percentage of total population,England,West Midlands,,,E12000005,8.86856954273153
2009,Percentage of total population,England,West Midlands,,,E12000005,8.87883689182895
2016,Percentage of total population,,,18 to 24,,,8.8791649482862
2002,Percentage of total population,,,50 to 64,Female,,8.88027942475919
2008,Percentage of total population,,,50 to 64,Male,,8.8870006184676
2008,Percentage of total population,England,West Midlands,,,E12000005,8.89017253751518
2007,Percentage of total population,England,West Midlands,,,E12000005,8.89107345471209
2011,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.89353489868124
2006,Percentage of total population,England,West Midlands,,,E12000005,8.90314339831641
2005,Percentage of total population,England,West Midlands,,,E12000005,8.90646453272952
2010,Percentage of total public sector employees,England,Yorkshire and The Humber,,,E12000003,8.91382265856319
2004,Percentage of total population,England,West Midlands,,,E12000005,8.91800423430289
2009,Percentage of total population,,,50 to 64,Male,,8.91878518262771
2003,Percentage of total population,,,50 to 64,Female,,8.9208933256526
2002,Percentage of total population,England,West Midlands,,,E12000005,8.92981141274612
2003,Percentage of total population,England,West Midlands,,,E12000005,8.92986767099741
2001,Percentage of total population,England,West Midlands,,,E12000005,8.93327283453106
2012,Percentage of total population,,,50 to 64,Male,,8.93793472823103
2000,Percentage of total population,England,West Midlands,,,E12000005,8.94885063214871
2013,Percentage of total population,,,50 to 64,Male,,8.95211832641158
2010,Percentage of total population,,,50 to 64,Male,,8.95410725038789
2004,Percentage of total population,,,50 to 64,Female,,8.95974876816427
2005,Percentage of total population,,,50 to 64,Female,,8.97437510258506
2004,Percentage of total population,,,18 to 24,,,8.98817561808298
2011,Percentage of total population,,,50 to 64,Male,,8.9976755208509
2007,Percentage of total population,,,65 and over,Female,,9.00680742493261
2014,Percentage of total population,,,50 to 64,Male,,9.00800554182662
2015,Percentage of total population,,,18 to 24,,,9.02851932161485
2008,Percentage of total population,,,65 and over,Female,,9.02941671045241
2006,Percentage of total population,,,65 and over,Female,,9.03460625513967
2006,Percentage of total population,,,50 to 64,Female,,9.04432561247774
2009,Percentage of total population,,,65 and over,Female,,9.08341769127854
2015,Percentage of total population,,,50 to 64,Male,,9.08797252355911
2007,Percentage of total population,,,50 to 64,Female,,9.09292092224157
2005,Percentage of total population,,,65 and over,Female,,9.09547265736756
2005,Percentage of total population,,,18 to 24,,,9.095790468307
2014,Percentage of total population,,,18 to 24,,,9.10898430311171
2008,Percentage of total population,,,50 to 64,Female,,9.11800237617336
2000,Percentage of total population,England,East of England,,,E12000006,9.12774864477699
2001,Percentage of total population,England,East of England,,,E12000006,9.13582720935775
2010,Percentage of total population,,,65 and over,Female,,9.13942912443345
2004,Percentage of total population,,,65 and over,Female,,9.14075017125834
2009,Percentage of total population,,,50 to 64,Female,,9.14863883330432
2002,Percentage of total population,England,East of England,,,E12000006,9.15122723185654
2003,Percentage of total population,,,65 and over,Female,,9.16806678415368
2016,Percentage of total population,,,50 to 64,Male,,9.17044395558168
2003,Percentage of total population,England,East of England,,,E12000006,9.1791405092391
2010,Percentage of total population,,,50 to 64,Female,,9.18176059397328
2012,Percentage of total population,,,50 to 64,Female,,9.18376147064054
2004,Percentage of total population,England,East of England,,,E12000006,9.18854137399399
2002,Percentage of total population,,,65 and over,Female,,9.18901674447341
2006,Percentage of total population,,,18 to 24,,,9.19056149789369
2011,Percentage of total population,,,65 and over,Female,,9.19755339108411
2013,Percentage of total population,,,18 to 24,,,9.20513657032498
2005,Percentage of total population,England,East of England,,,E12000006,9.2076665400499
2013,Percentage of total population,,,50 to 64,Female,,9.20808638813668
2001,Percentage of total population,,,65 and over,Female,,9.21017462550041
2006,Percentage of total population,England,East of England,,,E12000006,9.21677515702014
2007,Percentage of total population,England,East of England,,,E12000006,9.21986184560024
2000,Percentage of total population,,,65 and over,Female,,9.22155352034475
2008,Percentage of total population,England,East of England,,,E12000006,9.23326062990786
2011,Percentage of total population,,,50 to 64,Female,,9.23673478191446
2009,Percentage of total population,England,East of England,,,E12000006,9.2377097730975
2010,Percentage of total population,England,East of England,,,E12000006,9.25342947523318
2011,Percentage of total population,England,East of England,,,E12000006,9.26349777661092
2012,Percentage of total population,England,East of England,,,E12000006,9.27296949707111
2007,Percentage of total population,,,18 to 24,,,9.27474688748974
2014,Percentage of total population,,,50 to 64,Female,,9.27864608424894
2013,Percentage of total population,England,East of England,,,E12000006,9.28828524235943
2008,Percentage of total population,,,18 to 24,,,9.30099347545471
2009,Percentage of total population,,,18 to 24,,,9.30758876504754
2014,Percentage of total population,England,East of England,,,E12000006,9.31685079150728
2015,Percentage of total population,England,East of England,,,E12000006,9.33258766229487
2012,Percentage of total population,,,18 to 24,,,9.33736472614485
2016,Percentage of total population,England,East of England,,,E12000006,9.33849768037297
2010,Percentage of total population,,,18 to 24,,,9.35209827185245
2015,Percentage of total population,,,50 to 64,Female,,9.3695788885627
2011,Percentage of total population,,,18 to 24,,,9.39000613809133
2012,Percentage of total population,,,65 and over,Female,,9.42109908746609
2016,Percentage of total population,,,50 to 64,Female,,9.46361791622947
2013,Percentage of total population,,,65 and over,Female,,9.57150831032782
2000,Percentage of total public sector employees,,,50 to 64,Male,,9.69285127430492
2014,Percentage of total population,,,65 and over,Female,,9.70171379514561
2015,Percentage of total population,,,65 and over,Female,,9.76637333655823
2002,Percentage of total public sector employees,,,50 to 64,Male,,9.77184971224658
2016,Percentage of total population,,,35 to 49,Male,,9.78853691535167
2016,Percentage of total population,,,65 and over,Female,,9.83135006560895
2004,Percentage of total public sector employees,,,50 to 64,Male,,9.84982525160042
2015,Percentage of total population,,,35 to 49,Male,,9.89170885704037
2001,Percentage of total public sector employees,,,50 to 64,Male,,9.90496985404431
2011,Percentage of total public sector employees,Scotland,,,,S92000003,9.93888710196204
2016,Percentage of total population,,,35 to 49,Female,,9.97251952053293
2005,Percentage of total public sector employees,,,50 to 64,Male,,9.98248355524552
2014,Percentage of total population,,,35 to 49,Male,,10.0046965209643
2010,Percentage of total public sector employees,Scotland,,,,S92000003,10.0670095059996
2015,Percentage of total population,,,35 to 49,Female,,10.088386683994
2012,Percentage of total public sector employees,,,50 to 64,Male,,10.0936005802963
2010,Percentage of total public sector employees,,,50 to 64,Male,,10.1307896378337
2014,Percentage of total public sector employees,,,50 to 64,Male,,10.1493577263497
2013,Percentage of total population,,,35 to 49,Male,,10.150876863373
2014,Percentage of total public sector employees,Scotland,,,,S92000003,10.1606208265656
2006,Percentage of total public sector employees,,,50 to 64,Male,,10.1631679581955
2009,Percentage of total public sector employees,Scotland,,,,S92000003,10.166588821423
2016,Percentage of total public sector employees,,,50 to 64,Male,,10.1782076725065
2011,Percentage of total public sector employees,,,50 to 64,Male,,10.1947328607067
2014,Percentage of total population,,,35 to 49,Female,,10.2088089506419
2017,Percentage of total public sector employees,Scotland,,,,S92000003,10.211910851297
2015,Percentage of total public sector employees,Scotland,,,,S92000003,10.2152499087924
2008,Percentage of total public sector employees,Scotland,,,,S92000003,10.2265156562291
2012,Percentage of total public sector employees,Scotland,,,,S92000003,10.2402453569603
2016,Percentage of total public sector employees,Scotland,,,,S92000003,10.2451518477863
2003,Percentage of total public sector employees,,,50 to 64,Male,,10.2503841153819
2007,Percentage of total public sector employees,,,50 to 64,Male,,10.2697480206614
2013,Percentage of total public sector employees,Scotland,,,,S92000003,10.3057368601855
2015,Percentage of total public sector employees,,,50 to 64,Male,,10.3136940447298
2012,Percentage of total population,,,35 to 49,Male,,10.3212038358666
2013,Percentage of total population,,,35 to 49,Female,,10.361774017624
2008,Percentage of total public sector employees,,,50 to 64,Male,,10.4016582753988
2000,Percentage of total population,,,35 to 49,Male,,10.44501445291
2009,Percentage of total public sector employees,,,50 to 64,Male,,10.465337526725
2013,Percentage of total public sector employees,,,50 to 64,Male,,10.4695503041999
2011,Percentage of total population,,,35 to 49,Male,,10.5086873072661
2012,Percentage of total population,,,35 to 49,Female,,10.5394550477411
2001,Percentage of total population,,,35 to 49,Male,,10.5645057934448
2000,Percentage of total population,,,35 to 49,Female,,10.6360460662467
2010,Percentage of total population,,,35 to 49,Male,,10.6758238949681
2002,Percentage of total population,,,35 to 49,Male,,10.69349213351
2011,Percentage of total population,,,35 to 49,Female,,10.7214544582302
2001,Percentage of total population,,,35 to 49,Female,,10.7538295795971
2003,Percentage of total population,,,35 to 49,Male,,10.7982888110001
2009,Percentage of total population,,,35 to 49,Male,,10.8047951954631
2004,Percentage of total population,,,35 to 49,Male,,10.8636921704095
2002,Percentage of total population,,,35 to 49,Female,,10.8831067487026
2008,Percentage of total population,,,35 to 49,Male,,10.8909886637133
2010,Percentage of total population,,,35 to 49,Female,,10.8910807002533
2005,Percentage of total population,,,35 to 49,Male,,10.9280516421589
2007,Percentage of total population,,,35 to 49,Male,,10.9529391955113
2006,Percentage of total population,,,35 to 49,Male,,10.9659010847917
2003,Percentage of total population,,,35 to 49,Female,,10.9780741920129
2016,Percentage of total population,England,North West,,,E12000002,10.9974668860709
2009,Percentage of total population,,,35 to 49,Female,,11.0157219138957
2015,Percentage of total population,England,North West,,,E12000002,11.0180175915742
2014,Percentage of total population,England,North West,,,E12000002,11.0423369274046
2004,Percentage of total population,,,35 to 49,Female,,11.0638927897085
2013,Percentage of total population,England,North West,,,E12000002,11.0805530507496
2008,Percentage of total population,,,35 to 49,Female,,11.0955701635286
2005,Percentage of total population,,,35 to 49,Female,,11.1094985148628
2012,Percentage of total population,England,North West,,,E12000002,11.1205300429181
2011,Percentage of total population,England,North West,,,E12000002,11.1494743355648
2006,Percentage of total population,,,35 to 49,Female,,11.1557622858915
2007,Percentage of total population,,,35 to 49,Female,,11.1620747703712
2010,Percentage of total population,England,North West,,,E12000002,11.1854395296224
2009,Percentage of total population,England,North West,,,E12000002,11.2208504122502
2014,Percentage of total public sector employees,England,North West,,,E12000002,11.2254105757083
2008,Percentage of total population,England,North West,,,E12000002,11.2554552640366
2017,Percentage of total public sector employees,England,North West,,,E12000002,11.2714651077822
2015,Percentage of total public sector employees,England,North West,,,E12000002,11.2732579350601
2016,Percentage of total public sector employees,England,North West,,,E12000002,11.2879619465788
2012,Percentage of total public sector employees,England,North West,,,E12000002,11.2966433804736
2007,Percentage of total population,England,North West,,,E12000002,11.3003612660497
2013,Percentage of total public sector employees,England,North West,,,E12000002,11.3191343181037
2008,Percentage of total public sector employees,England,South East,,,E12000008,11.342438374417
2006,Percentage of total population,England,North West,,,E12000002,11.3462399888523
2005,Percentage of total population,England,North West,,,E12000002,11.3717074372858
2011,Percentage of total public sector employees,England,North West,,,E12000002,11.3862978449662
2009,Percentage of total public sector employees,England,South East,,,E12000008,11.3965436711816
2010,Percentage of total public sector employees,England,South East,,,E12000008,11.4071996259934
2004,Percentage of total population,England,North West,,,E12000002,11.4100541574693
2003,Percentage of total population,England,North West,,,E12000002,11.4269641718042
2002,Percentage of total population,England,North West,,,E12000002,11.4289608791962
2001,Percentage of total population,England,North West,,,E12000002,11.4576881003669
2010,Percentage of total public sector employees,England,North West,,,E12000002,11.500701262272
2012,Percentage of total public sector employees,England,South East,,,E12000008,11.5011075140569
2000,Percentage of total population,England,North West,,,E12000002,11.503949194092
2013,Percentage of total public sector employees,England,South East,,,E12000008,11.5080728272071
2009,Percentage of total public sector employees,England,North West,,,E12000002,11.567803207224
2008,Percentage of total public sector employees,England,North West,,,E12000002,11.5756162558294
2011,Percentage of total public sector employees,England,South East,,,E12000008,11.5792859440334
2014,Percentage of total public sector employees,England,South East,,,E12000008,11.6044035372676
2017,Percentage of total public sector employees,England,South East,,,E12000008,11.7464377055169
2015,Percentage of total public sector employees,England,South East,,,E12000008,11.7657789128055
2016,Percentage of total public sector employees,England,South East,,,E12000008,11.8002195389681
2008,Percentage of total public sector employees,England,London,,,E12000007,12.2085276482345
2000,Percentage of total population,England,London,,,E12000007,12.2893455353146
2001,Percentage of total population,England,London,,,E12000007,12.387124690102
2004,Percentage of total population,England,London,,,E12000007,12.3981399012022
2003,Percentage of total population,England,London,,,E12000007,12.3997835425463
2002,Percentage of total population,England,London,,,E12000007,12.4258180362366
2005,Percentage of total population,England,London,,,E12000007,12.44595476001
2006,Percentage of total population,England,London,,,E12000007,12.4908620039167
2007,Percentage of total population,England,London,,,E12000007,12.546622727104
2008,Percentage of total population,England,London,,,E12000007,12.6361765826905
2009,Percentage of total public sector employees,England,London,,,E12000007,12.6420675696714
2009,Percentage of total population,England,London,,,E12000007,12.7570382280665
2016,Percentage of total public sector employees,,,35 to 49,Male,,12.7680089915663
2007,Percentage of total public sector employees,,,25 to 34,Female,,12.8127987309908
2008,Percentage of total public sector employees,,,25 to 34,Female,,12.8361022924336
2010,Percentage of total population,England,London,,,E12000007,12.8450683192665
2011,Percentage of total public sector employees,England,London,,,E12000007,12.8980379543261
2015,Percentage of total public sector employees,,,35 to 49,Male,,12.9185801810582
2010,Percentage of total public sector employees,England,London,,,E12000007,12.9499766245909
2011,Percentage of total population,England,London,,,E12000007,12.9641908855545
2012,Percentage of total public sector employees,England,London,,,E12000007,13.0005111603339
2006,Percentage of total public sector employees,,,25 to 34,Female,,13.0418164972258
2012,Percentage of total population,England,London,,,E12000007,13.0419356210961
2010,Percentage of total public sector employees,,,25 to 34,Female,,13.0662867395034
2014,Percentage of total public sector employees,,,35 to 49,Male,,13.0703313490738
2007,Percentage of total population,,,25 to 34,,,13.1268875142033
2013,Percentage of total population,England,London,,,E12000007,13.1291742222924
2008,Percentage of total population,,,25 to 34,,,13.1521124269156
2014,Percentage of total public sector employees,,,25 to 34,Female,,13.1589312784293
2009,Percentage of total population,,,25 to 34,,,13.1843156508608
2006,Percentage of total population,,,25 to 34,,,13.1978318139192
2002,Percentage of total public sector employees,,,25 to 34,Female,,13.2080377110425
2014,Percentage of total population,England,London,,,E12000007,13.2184494353524
2009,Percentage of total public sector employees,,,25 to 34,Female,,13.2292126077287
2011,Percentage of total public sector employees,,,25 to 34,Female,,13.2420761251312
2012,Percentage of total public sector employees,,,25 to 34,Female,,13.2530769328913
2010,Percentage of total population,,,25 to 34,,,13.2599795001409
2013,Percentage of total public sector employees,England,London,,,E12000007,13.2600480934386
2005,Percentage of total public sector employees,,,25 to 34,Female,,13.2659793531028
2005,Percentage of total population,,,25 to 34,,,13.2957298988387
2013,Percentage of total public sector employees,,,35 to 49,Male,,13.3084516428631
2003,Percentage of total public sector employees,,,25 to 34,Female,,13.3192713446337
2015,Percentage of total population,England,London,,,E12000007,13.3216225935314
2013,Percentage of total public sector employees,,,25 to 34,Female,,13.3407221181658
2004,Percentage of total population,,,25 to 34,,,13.357441833047
2011,Percentage of total population,,,25 to 34,,,13.3729661202482
2016,Percentage of total population,England,London,,,E12000007,13.3863709044597
2014,Percentage of total public sector employees,England,London,,,E12000007,13.3910846417614
2012,Percentage of total population,,,25 to 34,,,13.4338057764041
2016,Percentage of total public sector employees,,,25 to 34,Female,,13.441169599477
2013,Percentage of total population,,,25 to 34,,,13.5365797843666
2014,Percentage of total population,,,25 to 34,,,13.5437196594652
2015,Percentage of total population,,,25 to 34,,,13.5505335475634
2002,Percentage of total population,England,South East,,,E12000008,13.5519249616238
2015,Percentage of total public sector employees,England,London,,,E12000007,13.5534476468442
2003,Percentage of total population,England,South East,,,E12000008,13.5619998315801
2004,Percentage of total public sector employees,,,25 to 34,Female,,13.5660510953652
2004,Percentage of total population,England,South East,,,E12000008,13.566389688643
2000,Percentage of total population,England,South East,,,E12000008,13.5695907002785
2001,Percentage of total population,England,South East,,,E12000008,13.5730665476449
2016,Percentage of total public sector employees,England,London,,,E12000007,13.5748261983168
2005,Percentage of total population,England,South East,,,E12000008,13.5779691867727
2016,Percentage of total population,,,25 to 34,,,13.5857964654976
2006,Percentage of total population,England,South East,,,E12000008,13.5973365278322
2003,Percentage of total population,,,25 to 34,,,13.6050304089789
2017,Percentage of total public sector employees,England,London,,,E12000007,13.609791742784
2001,Percentage of total public sector employees,,,25 to 34,Female,,13.6161837119356
2007,Percentage of total population,England,South East,,,E12000008,13.6195645482258
2015,Percentage of total public sector employees,,,25 to 34,Female,,13.6220942990978
2008,Percentage of total population,England,South East,,,E12000008,13.629707032434
2009,Percentage of total population,England,South East,,,E12000008,13.6377380671265
2010,Percentage of total population,England,South East,,,E12000008,13.6676949526139
2011,Percentage of total population,England,South East,,,E12000008,13.6726936471426
2012,Percentage of total population,England,South East,,,E12000008,13.6955229437926
2013,Percentage of total population,England,South East,,,E12000008,13.7160538132876
2014,Percentage of total population,England,South East,,,E12000008,13.7372510617871
2015,Percentage of total population,England,South East,,,E12000008,13.7427558400599
2016,Percentage of total population,England,South East,,,E12000008,13.7495271375447
2012,Percentage of total public sector employees,,,35 to 49,Male,,13.875896488855
2002,Percentage of total population,,,25 to 34,,,13.9412745179339
2011,Percentage of total public sector employees,,,35 to 49,Male,,13.9631696496765
2000,Percentage of total public sector employees,,,25 to 34,Female,,14.0718349968566
2010,Percentage of total public sector employees,,,35 to 49,Male,,14.0818771025079
2009,Percentage of total public sector employees,,,35 to 49,Male,,14.0951748904622
2008,Percentage of total public sector employees,,,35 to 49,Male,,14.1780832570691
2001,Percentage of total population,,,25 to 34,,,14.3360897031543
2007,Percentage of total public sector employees,,,35 to 49,Male,,14.470058866785
2000,Percentage of total population,,,25 to 34,,,14.6822766982307
2003,Percentage of total public sector employees,,,35 to 49,Male,,14.893520812848
2005,Percentage of total public sector employees,,,35 to 49,Male,,14.9895680221937
2006,Percentage of total public sector employees,,,35 to 49,Male,,15.0190494313023
2004,Percentage of total public sector employees,,,35 to 49,Male,,15.0889781000029
2002,Percentage of total public sector employees,,,35 to 49,Male,,15.2449257591375
2001,Percentage of total public sector employees,,,35 to 49,Male,,15.6198128283298
2000,Percentage of total population,,,65 and over,,,15.8064509829277
2001,Percentage of total population,,,65 and over,,,15.8557939253175
2006,Percentage of total population,,,65 and over,,,15.8716398408622
2002,Percentage of total population,,,65 and over,,,15.8843029786386
2007,Percentage of total population,,,65 and over,,,15.8889790819577
2003,Percentage of total population,,,65 and over,,,15.9121397505447
2005,Percentage of total population,,,65 and over,,,15.9152898776752
2004,Percentage of total population,,,65 and over,,,15.929166001394
2000,Percentage of total public sector employees,,,35 to 49,Male,,15.9385095079998
2000,Percentage of total public sector employees,,,50 to 64,Female,,15.9881473466934
2008,Percentage of total population,,,65 and over,,,16.0029510978398
2009,Percentage of total population,,,65 and over,,,16.1768862517391
2010,Percentage of total population,,,65 and over,,,16.3524792184304
2011,Percentage of total population,,,65 and over,,,16.5254989934841
2001,Percentage of total public sector employees,,,50 to 64,Female,,16.8059895375222
2003,Percentage of total public sector employees,,,50 to 64,Female,,16.9546777449533
2012,Percentage of total population,,,65 and over,,,17.0174097712535
2002,Percentage of total public sector employees,,,50 to 64,Female,,17.028801549779
2004,Percentage of total public sector employees,,,50 to 64,Female,,17.2225928526698
2000,Percentage of total population,,,50 to 64,,,17.2801239138665
2005,Percentage of total public sector employees,,,50 to 64,Female,,17.3461949053118
2013,Percentage of total population,,,65 and over,,,17.3648349332806
2001,Percentage of total population,,,50 to 64,,,17.4196136431272
2002,Percentage of total population,,,50 to 64,,,17.5253303352373
2003,Percentage of total population,,,50 to 64,,,17.603419856061
2014,Percentage of total population,,,65 and over,,,17.65850549266
2004,Percentage of total population,,,50 to 64,,,17.6778526315536
2005,Percentage of total population,,,50 to 64,,,17.7223628793114
2015,Percentage of total population,,,65 and over,,,17.8331453489949
2006,Percentage of total population,,,50 to 64,,,17.8590297638385
2007,Percentage of total population,,,50 to 64,,,17.9435991165881
2016,Percentage of total population,,,65 and over,,,17.9960932276834
2008,Percentage of total population,,,50 to 64,,,18.0050029946409
2009,Percentage of total population,,,50 to 64,,,18.067424015932
2006,Percentage of total public sector employees,,,50 to 64,Female,,18.1147944628153
2012,Percentage of total population,,,50 to 64,,,18.1216961988715
2010,Percentage of total population,,,50 to 64,,,18.1358678443611
2013,Percentage of total population,,,50 to 64,,,18.1602047145482
2011,Percentage of total population,,,50 to 64,,,18.2344103027653
2014,Percentage of total population,,,50 to 64,,,18.2866516260755
2009,Percentage of total public sector employees,,,50 to 64,Female,,18.3526309592517
2015,Percentage of total population,,,50 to 64,,,18.4575514121218
2007,Percentage of total public sector employees,,,50 to 64,Female,,18.4763159623046
2008,Percentage of total public sector employees,,,50 to 64,Female,,18.6179919170571
2016,Percentage of total population,,,50 to 64,,,18.6340618718111
2010,Percentage of total public sector employees,,,50 to 64,Female,,18.9382550446985
2016,Percentage of total population,,,35 to 49,,,19.7610564358846
2011,Percentage of total public sector employees,,,50 to 64,Female,,19.7675779956474
2007,Percentage of total public sector employees,,,25 to 34,,,19.9513769831899
2015,Percentage of total population,,,35 to 49,,,19.9800955410344
2012,Percentage of total public sector employees,,,50 to 64,Female,,20.0259707842953
2014,Percentage of total population,,,35 to 49,,,20.2135054716063
2008,Percentage of total public sector employees,,,25 to 34,,,20.2779354945287
